-3.79257,-0.47046,20.46632,-0.05234,0.00000,0.99863
-3.79257,-0.47046,20.46632,-0.05234,0.00000,0.99863
-3.58294,-0.37637,16.46742,-0.08716,0.00000,0.99619
-3.23299,-0.28227,12.46853,-0.17365,0.00000,0.98481
-2.52768,-0.18818,8.46964,-0.25882,0.00000,0.96593
-1.45588,-0.09409,4.47074,-0.34202,0.00000,0.93969
0.00000,0.00000,0.47185,-0.34202,0.00000,0.93969
0.00000,0.00000,0.47185,-0.34202,0.00000,0.93969
-3.79257,8.99933,20.68914,-0.05234,0.00000,0.99863
-3.79257,8.99933,20.68914,-0.05234,0.00000,0.99863
-3.58294,9.09342,16.69024,-0.08716,0.00000,0.99619
-3.23299,9.18751,12.69135,-0.17365,0.00000,0.98481
-2.52768,9.28160,8.69246,-0.25882,0.00000,0.96593
-1.45588,9.37570,4.69356,-0.34202,0.00000,0.93969
0.00000,9.46979,0.69467,-0.34202,0.00000,0.93969
0.00000,9.46979,0.69467,-0.34202,0.00000,0.93969
-3.79257,18.46912,20.91195,-0.05234,0.00000,0.99863
-3.79257,18.46912,20.91195,-0.05234,0.00000,0.99863
-3.58294,18.56321,16.91306,-0.08716,0.00000,0.99619
-3.23299,18.65730,12.91417,-0.17365,0.00000,0.98481
-2.52768,18.75139,8.91527,-0.25882,0.00000,0.96593
-1.45588,18.84548,4.91638,-0.34202,0.00000,0.93969
0.00000,18.93958,0.91749,-0.34202,0.00000,0.93969
0.00000,18.93958,0.91749,-0.34202,0.00000,0.93969
-3.79257,27.70392,21.22616,-0.05234,0.00000,0.99863
-3.79257,27.70392,21.22616,-0.05234,0.00000,0.99863
-3.58294,27.84501,17.22865,-0.08716,0.00000,0.99619
-3.23299,27.98610,13.23114,-0.17365,0.00000,0.98481
-2.52768,28.12719,9.23363,-0.25882,0.00000,0.96593
-1.45588,28.26827,5.23612,-0.34202,0.00000,0.93969
0.00000,28.40936,1.23861,-0.34202,0.00000,0.93969
0.00000,28.40936,1.23861,-0.34202,0.00000,0.93969
-3.79257,36.93901,21.64248,-0.05234,0.00000,0.99863
-3.79257,36.93901,21.64248,-0.05234,0.00000,0.99863
-3.58294,37.12704,17.64690,-0.08716,0.00000,0.99619
-3.23299,37.31507,13.65132,-0.17365,0.00000,0.98481
-2.52768,37.50310,9.65574,-0.25882,0.00000,0.96593
